,id,daynight,,,Lat,Lng
38:37.3,448,night,IERS2010 latitude -48.8638 N longitude -80.1555 E elevation 436000.9 m,,-48.8638,-80.1555
38:52.8,449,night,IERS2010 latitude -48.5170 N longitude -78.8126 E elevation 435794.5 m,,-48.517,-78.8126
39:08.2,450,night,IERS2010 latitude -48.1530 N longitude -77.4891 E elevation 435580.3 m,,-48.153,-77.4891
39:23.7,451,night,IERS2010 latitude -47.7726 N longitude -76.1853 E elevation 435358.5 m,,-47.7726,-76.1853
39:39.1,452,night,IERS2010 latitude -47.3760 N longitude -74.9015 E elevation 435129.3 m,,-47.376,-74.9015
39:54.6,453,night,IERS2010 latitude -46.9639 N longitude -73.6385 E elevation 434892.9 m,,-46.9639,-73.6385
40:10.0,454,night,IERS2010 latitude -46.5363 N longitude -72.3955 E elevation 434649.4 m,,-46.5363,-72.3955
40:25.4,455,night,IERS2010 latitude -46.0941 N longitude -71.1730 E elevation 434398.9 m,,-46.0941,-71.173
40:40.9,456,night,IERS2010 latitude -45.6378 N longitude -69.9718 E elevation 434142.0 m,,-45.6378,-69.9718
40:56.3,457,night,IERS2010 latitude -45.1677 N longitude -68.7912 E elevation 433878.6 m,,-45.1677,-68.7912
41:11.8,458,night,IERS2010 latitude -44.6839 N longitude -67.6306 E elevation 433608.8 m,,-44.6839,-67.6306
41:27.2,459,night,IERS2010 latitude -44.1872 N longitude -66.4905 E elevation 433333.1 m,,-44.1872,-66.4905
41:42.7,460,night,IERS2010 latitude -43.6782 N longitude -65.3710 E elevation 433051.7 m,,-43.6782,-65.371
41:58.1,461,night,IERS2010 latitude -43.1570 N longitude -64.2713 E elevation 432764.6 m,,-43.157,-64.2713
42:13.6,462,night,IERS2010 latitude -42.6240 N longitude -63.1913 E elevation 432472.2 m,,-42.624,-63.1913
42:29.0,463,night,IERS2010 latitude -42.0797 N longitude -62.1307 E elevation 432174.7 m,,-42.0797,-62.1307
42:44.4,464,night,IERS2010 latitude -41.5245 N longitude -61.0894 E elevation 431872.4 m,,-41.5245,-61.0894
42:59.9,465,night,IERS2010 latitude -40.9590 N longitude -60.0672 E elevation 431565.5 m,,-40.959,-60.0672
43:15.3,466,night,IERS2010 latitude -40.3830 N longitude -59.0629 E elevation 431254.2 m,,-40.383,-59.0629
43:30.8,467,night,IERS2010 latitude -39.7973 N longitude -58.0769 E elevation 430938.8 m,,-39.7973,-58.0769
43:46.2,468,night,IERS2010 latitude -39.2024 N longitude -57.1089 E elevation 430619.7 m,,-39.2024,-57.1089
44:01.6,469,night,IERS2010 latitude -38.5983 N longitude -56.1579 E elevation 430296.9 m,,-38.5983,-56.1579
44:17.1,470,night,IERS2010 latitude -37.9866 N longitude -55.2258 E elevation 429971.5 m,,-37.9866,-55.2258
44:32.5,471,night,IERS2010 latitude -37.3654 N longitude -54.3084 E elevation 429642.4 m,,-37.3654,-54.3084
44:48.0,472,night,IERS2010 latitude -36.7361 N longitude -53.4070 E elevation 429310.6 m,,-36.7361,-53.407
45:03.4,473,night,IERS2010 latitude -36.0986 N longitude -52.5209 E elevation 428976.1 m,,-36.0986,-52.5209
45:18.8,474,night,IERS2010 latitude -35.4537 N longitude -51.6500 E elevation 428639.4 m,,-35.4537,-51.65
45:34.3,475,night,IERS2010 latitude -34.8019 N longitude -50.7945 E elevation 428301.0 m,,-34.8019,-50.7945
45:49.7,476,night,IERS2010 latitude -34.1429 N longitude -49.9531 E elevation 427960.8 m,,-34.1429,-49.9531
46:05.2,477,night,IERS2010 latitude -33.4771 N longitude -49.1253 E elevation 427619.1 m,,-33.4771,-49.1253
46:20.6,478,night,IERS2010 latitude -32.8050 N longitude -48.3113 E elevation 427276.4 m,,-32.805,-48.3113
46:36.1,479,night,IERS2010 latitude -32.1268 N longitude -47.5104 E elevation 426932.9 m,,-32.1268,-47.5104
46:51.5,480,night,IERS2010 latitude -31.4428 N longitude -46.7224 E elevation 426588.9 m,,-31.4428,-46.7224
47:07.0,481,night,IERS2010 latitude -30.7529 N longitude -45.9465 E elevation 426244.6 m,,-30.7529,-45.9465
47:22.4,482,night,IERS2010 latitude -30.0574 N longitude -45.1822 E elevation 425900.3 m,,-30.0574,-45.1822
47:37.8,483,night,IERS2010 latitude -29.3570 N longitude -44.4299 E elevation 425556.4 m,,-29.357,-44.4299
47:53.3,484,night,IERS2010 latitude -28.6515 N longitude -43.6886 E elevation 425213.1 m,,-28.6515,-43.6886
48:08.7,485,night,IERS2010 latitude -27.9409 N longitude -42.9576 E elevation 424870.5 m,,-27.9409,-42.9576
48:24.2,486,night,IERS2010 latitude -27.2256 N longitude -42.2369 E elevation 424528.9 m,,-27.2256,-42.2369
48:39.6,487,night,IERS2010 latitude -26.5061 N longitude -41.5265 E elevation 424189.0 m,,-26.5061,-41.5265
48:55.1,488,night,IERS2010 latitude -25.7824 N longitude -40.8255 E elevation 423850.6 m,,-25.7824,-40.8255
49:10.5,489,night,IERS2010 latitude -25.0542 N longitude -40.1334 E elevation 423514.1 m,,-25.0542,-40.1334
49:25.9,490,night,IERS2010 latitude -24.3222 N longitude -39.4504 E elevation 423179.8 m,,-24.3222,-39.4504
49:41.4,491,night,IERS2010 latitude -23.5868 N longitude -38.7760 E elevation 422848.1 m,,-23.5868,-38.776
49:56.8,492,night,IERS2010 latitude -22.8477 N longitude -38.1098 E elevation 422519.1 m,,-22.8477,-38.1098
50:12.3,493,night,IERS2010 latitude -22.1053 N longitude -37.4515 E elevation 422193.2 m,,-22.1053,-37.4515
50:27.7,494,night,IERS2010 latitude -21.3588 N longitude -36.7999 E elevation 421870.1 m,,-21.3588,-36.7999
50:43.1,495,night,IERS2010 latitude -20.6100 N longitude -36.1561 E elevation 421550.8 m,,-20.61,-36.1561
50:58.6,496,night,IERS2010 latitude -19.8581 N longitude -35.5192 E elevation 421235.2 m,,-19.8581,-35.5192
51:14.0,497,night,IERS2010 latitude -19.1030 N longitude -34.8885 E elevation 420923.4 m,,-19.103,-34.8885
51:29.5,498,night,IERS2010 latitude -18.3460 N longitude -34.2647 E elevation 420616.1 m,,-18.346,-34.2647
51:44.9,499,night,IERS2010 latitude -17.5851 N longitude -33.6457 E elevation 420312.7 m,,-17.5851,-33.6457
52:00.4,500,night,IERS2010 latitude -16.8225 N longitude -33.0330 E elevation 420014.2 m,,-16.8225,-33.033
52:15.8,501,night,IERS2010 latitude -16.0575 N longitude -32.4255 E elevation 419720.5 m,,-16.0575,-32.4255
52:31.3,502,night,IERS2010 latitude -15.2901 N longitude -31.8229 E elevation 419431.8 m,,-15.2901,-31.8229
52:46.7,503,night,IERS2010 latitude -14.5208 N longitude -31.2253 E elevation 419148.4 m,,-14.5208,-31.2253
53:02.1,504,night,IERS2010 latitude -13.7502 N longitude -30.6327 E elevation 418870.7 m,,-13.7502,-30.6327
53:17.6,505,night,IERS2010 latitude -12.9775 N longitude -30.0441 E elevation 418598.6 m,,-12.9775,-30.0441
53:33.0,506,night,IERS2010 latitude -12.2026 N longitude -29.4591 E elevation 418332.1 m,,-12.2026,-29.4591
53:48.5,507,night,IERS2010 latitude -11.4263 N longitude -28.8780 E elevation 418071.7 m,,-11.4263,-28.878
54:03.9,508,night,IERS2010 latitude -10.6483 N longitude -28.3002 E elevation 417817.5 m,,-10.6483,-28.3002
54:19.4,509,night,IERS2010 latitude -9.8693 N longitude -27.7260 E elevation 417569.7 m,,-9.8693,-27.726
54:34.8,510,night,IERS2010 latitude -9.0887 N longitude -27.1544 E elevation 417328.3 m,,-9.0887,-27.1544
54:50.2,511,night,IERS2010 latitude -8.3068 N longitude -26.5854 E elevation 417093.5 m,,-8.3068,-26.5854
55:05.7,512,night,IERS2010 latitude -7.5238 N longitude -26.0190 E elevation 416865.5 m,,-7.5238,-26.019
55:21.1,513,night,IERS2010 latitude -6.7401 N longitude -25.4549 E elevation 416644.5 m,,-6.7401,-25.4549
55:36.6,514,night,IERS2010 latitude -5.9555 N longitude -24.8928 E elevation 416430.5 m,,-5.9555,-24.8928
55:52.0,515,night,IERS2010 latitude -5.1701 N longitude -24.3324 E elevation 416223.7 m,,-5.1701,-24.3324
56:07.5,516,night,IERS2010 latitude -4.3837 N longitude -23.7732 E elevation 416024.0 m,,-4.3837,-23.7732
56:22.9,517,night,IERS2010 latitude -3.5970 N longitude -23.2156 E elevation 415831.8 m,,-3.597,-23.2156
56:38.4,518,night,IERS2010 latitude -2.8099 N longitude -22.6590 E elevation 415647.1 m,,-2.8099,-22.659
56:53.8,519,night,IERS2010 latitude -2.0221 N longitude -22.1030 E elevation 415469.9 m,,-2.0221,-22.103
57:09.3,520,night,IERS2010 latitude -1.2343 N longitude -21.5478 E elevation 415300.3 m,,-1.2343,-21.5478
57:24.7,521,night,IERS2010 latitude -0.4466 N longitude -20.9931 E elevation 415138.4 m,,-0.4466,-20.9931
57:40.1,522,night,IERS2010 latitude +0.3418 N longitude -20.4381 E elevation 414984.2 m,,0.3418,-20.4381
57:55.6,523,night,IERS2010 latitude +1.1292 N longitude -19.8836 E elevation 414838.0 m,,1.1292,-19.8836
58:11.0,524,night,IERS2010 latitude +1.9180 N longitude -19.3277 E elevation 414699.3 m,,1.918,-19.3277
58:26.5,525,night,IERS2010 latitude +2.7058 N longitude -18.7718 E elevation 414568.6 m,,2.7058,-18.7718
58:41.9,526,night,IERS2010 latitude +3.4930 N longitude -18.2153 E elevation 414445.8 m,,3.493,-18.2153
58:57.4,527,night,IERS2010 latitude +4.2801 N longitude -17.6575 E elevation 414330.9 m,,4.2801,-17.6575
59:12.8,528,night,IERS2010 latitude +5.0667 N longitude -17.0985 E elevation 414223.8 m,,5.0667,-17.0985
59:28.2,529,night,IERS2010 latitude +5.8529 N longitude -16.5377 E elevation 414124.7 m,,5.8529,-16.5377
59:43.7,530,night,IERS2010 latitude +6.6380 N longitude -15.9756 E elevation 414033.4 m,,6.638,-15.9756
59:59.1,531,night,IERS2010 latitude +7.4223 N longitude -15.4114 E elevation 413950.0 m,,7.4223,-15.4114
00:14.6,532,night,IERS2010 latitude +8.2064 N longitude -14.8444 E elevation 413874.4 m,,8.2064,-14.8444
00:30.0,533,night,IERS2010 latitude +8.9891 N longitude -14.2753 E elevation 413806.6 m,,8.9891,-14.2753
00:45.5,534,night,IERS2010 latitude +9.7706 N longitude -13.7035 E elevation 413746.6 m,,9.7706,-13.7035
01:00.9,535,night,IERS2010 latitude +10.5512 N longitude -13.1284 E elevation 413694.3 m,,10.5512,-13.1284
01:16.4,536,night,IERS2010 latitude +11.3302 N longitude -12.5504 E elevation 413649.5 m,,11.3302,-12.5504
01:31.8,537,night,IERS2010 latitude +12.1079 N longitude -11.9687 E elevation 413612.4 m,,12.1079,-11.9687
01:47.2,538,night,IERS2010 latitude +12.8837 N longitude -11.3836 E elevation 413582.7 m,,12.8837,-11.3836
02:02.7,539,night,IERS2010 latitude +13.6580 N longitude -10.7944 E elevation 413560.5 m,,13.658,-10.7944
02:18.1,540,night,IERS2010 latitude +14.4308 N longitude -10.2006 E elevation 413545.5 m,,14.4308,-10.2006
02:33.6,541,night,IERS2010 latitude +15.2018 N longitude -9.6024 E elevation 413537.7 m,,15.2018,-9.6024
02:49.0,542,night,IERS2010 latitude +15.9704 N longitude -8.9995 E elevation 413537.0 m,,15.9704,-8.9995
03:04.5,543,night,IERS2010 latitude +16.7371 N longitude -8.3913 E elevation 413543.3 m,,16.7371,-8.3913
03:19.9,544,night,IERS2010 latitude +17.5015 N longitude -7.7779 E elevation 413556.5 m,,17.5015,-7.7779
03:35.4,545,night,IERS2010 latitude +18.2637 N longitude -7.1586 E elevation 413576.4 m,,18.2637,-7.1586
03:50.8,546,night,IERS2010 latitude +19.0237 N longitude -6.5330 E elevation 413602.9 m,,19.0237,-6.533
04:06.3,547,night,IERS2010 latitude +19.7808 N longitude -5.9013 E elevation 413635.9 m,,19.7808,-5.9013
04:21.7,548,night,IERS2010 latitude +20.5349 N longitude -5.2634 E elevation 413675.1 m,,20.5349,-5.2634
04:37.1,549,night,IERS2010 latitude +21.2859 N longitude -4.6185 E elevation 413720.5 m,,21.2859,-4.6185
04:52.6,550,night,IERS2010 latitude +22.0340 N longitude -3.9664 E elevation 413771.9 m,,22.034,-3.9664
05:08.0,551,night,IERS2010 latitude +22.7784 N longitude -3.3071 E elevation 413829.1 m,,22.7784,-3.3071
05:23.5,552,night,IERS2010 latitude +23.5204 N longitude -2.6392 E elevation 413892.0 m,,23.5204,-2.6392
05:38.9,553,night,IERS2010 latitude +24.2581 N longitude -1.9636 E elevation 413960.4 m,,24.2581,-1.9636
05:54.4,554,night,IERS2010 latitude +24.9925 N longitude -1.2791 E elevation 414034.1 m,,24.9925,-1.2791
06:09.8,555,night,IERS2010 latitude +25.7230 N longitude -0.5857 E elevation 414112.9 m,,25.723,-0.5857
06:25.2,556,night,IERS2010 latitude +26.4491 N longitude 0.1165 E elevation 414196.6 m,,26.4491,0.1165
06:40.7,557,night,IERS2010 latitude +27.1710 N longitude 0.8285 E elevation 414285.0 m,,27.171,0.8285
06:56.1,558,night,IERS2010 latitude +27.8888 N longitude 1.5509 E elevation 414378.1 m,,27.8888,1.5509
07:11.6,559,night,IERS2010 latitude +28.6018 N longitude 2.2833 E elevation 414475.4 m,,28.6018,2.2833
07:27.0,560,night,IERS2010 latitude +29.3100 N longitude 3.0266 E elevation 414577.0 m,,29.31,3.0266
07:42.4,561,night,IERS2010 latitude +30.0129 N longitude 3.7808 E elevation 414682.4 m,,30.0129,3.7808
07:57.9,562,night,IERS2010 latitude +30.7109 N longitude 4.5468 E elevation 414791.6 m,,30.7109,4.5468
08:13.3,563,night,IERS2010 latitude +31.4032 N longitude 5.3246 E elevation 414904.3 m,,31.4032,5.3246
08:28.8,564,night,IERS2010 latitude +32.0902 N longitude 6.1152 E elevation 415020.3 m,,32.0902,6.1152
08:44.2,565,night,IERS2010 latitude +32.7712 N longitude 6.9184 E elevation 415139.5 m,,32.7712,6.9184
08:59.7,566,night,IERS2010 latitude +33.4460 N longitude 7.7349 E elevation 415261.5 m,,33.446,7.7349
09:15.1,567,night,IERS2010 latitude +34.1144 N longitude 8.5652 E elevation 415386.2 m,,34.1144,8.5652
09:30.5,568,night,IERS2010 latitude +34.7761 N longitude 9.4094 E elevation 415513.4 m,,34.7761,9.4094
09:46.0,569,night,IERS2010 latitude +35.4308 N longitude 10.2681 E elevation 415642.8 m,,35.4308,10.2681
10:01.4,570,night,IERS2010 latitude +36.0783 N longitude 11.1418 E elevation 415774.2 m,,36.0783,11.1418
10:16.9,571,night,IERS2010 latitude +36.7181 N longitude 12.0307 E elevation 415907.4 m,,36.7181,12.0307
10:32.3,572,night,IERS2010 latitude +37.3502 N longitude 12.9355 E elevation 416042.2 m,,37.3502,12.9355
10:47.8,573,night,IERS2010 latitude +37.9742 N longitude 13.8567 E elevation 416178.4 m,,37.9742,13.8567
11:03.2,574,night,IERS2010 latitude +38.5897 N longitude 14.7943 E elevation 416315.7 m,,38.5897,14.7943
11:19.8,575,day,IERS2010 latitude +39.1973 N longitude 15.7505 E elevation 416454.2 m,,39.1973,15.7505
11:36.4,576,day,IERS2010 latitude +39.8392 N longitude 16.7963 E elevation 416603.6 m,,39.8392,16.7963
11:53.0,577,day,IERS2010 latitude +40.4703 N longitude 17.8633 E elevation 416753.7 m,,40.4703,17.8633
12:09.7,578,day,IERS2010 latitude +41.0905 N longitude 18.9524 E elevation 416904.1 m,,41.0905,18.9524
12:26.3,579,day,IERS2010 latitude +41.6983 N longitude 20.0622 E elevation 417054.6 m,,41.6983,20.0622
12:42.9,580,day,IERS2010 latitude +42.2944 N longitude 21.1956 E elevation 417205.0 m,,42.2944,21.1956
12:59.4,581,day,IERS2010 latitude +42.8771 N longitude 22.3504 E elevation 417354.8 m,,42.8771,22.3504
13:14.9,582,night,IERS2010 latitude +43.4454 N longitude 23.5260 E elevation 417503.6 m,,43.4454,23.526
13:30.3,583,night,IERS2010 latitude +43.9620 N longitude 24.6414 E elevation 417641.4 m,,43.962,24.6414
13:45.8,584,night,IERS2010 latitude +44.4665 N longitude 25.7778 E elevation 417778.3 m,,44.4665,25.7778
14:01.2,585,night,IERS2010 latitude +44.9585 N longitude 26.9355 E elevation 417914.0 m,,44.9585,26.9355
14:16.7,586,night,IERS2010 latitude +45.4368 N longitude 28.1132 E elevation 418048.3 m,,45.4368,28.1132
14:32.1,587,night,IERS2010 latitude +45.9013 N longitude 29.3115 E elevation 418181.1 m,,45.9013,29.3115
14:47.5,588,night,IERS2010 latitude +46.3517 N longitude 30.5310 E elevation 418312.1 m,,46.3517,30.531
15:03.0,589,night,IERS2010 latitude +46.7875 N longitude 31.7714 E elevation 418441.3 m,,46.7875,31.7714
15:18.4,590,night,IERS2010 latitude +47.2081 N longitude 33.0325 E elevation 418568.4 m,,47.2081,33.0325
15:33.9,591,night,IERS2010 latitude +47.6131 N longitude 34.3145 E elevation 418693.3 m,,47.6131,34.3145
15:49.3,592,night,IERS2010 latitude +48.0021 N longitude 35.6170 E elevation 418815.9 m,,48.0021,35.617
16:04.8,593,night,IERS2010 latitude +48.3745 N longitude 36.9393 E elevation 418935.9 m,,48.3745,36.9393
16:20.2,594,night,IERS2010 latitude +48.7300 N longitude 38.2816 E elevation 419053.3 m,,48.73,38.2816
16:36.8,595,day,IERS2010 latitude +49.0680 N longitude 39.6434 E elevation 419167.8 m,,49.068,39.6434
16:53.4,596,day,IERS2010 latitude +49.4111 N longitude 41.1269 E elevation 419287.6 m,,49.4111,41.1269
17:10.0,597,day,IERS2010 latitude +49.7336 N longitude 42.6338 E elevation 419404.1 m,,49.7336,42.6338
17:26.6,598,day,IERS2010 latitude +50.0346 N longitude 44.1619 E elevation 419516.9 m,,50.0346,44.1619
17:43.2,599,day,IERS2010 latitude +50.3132 N longitude 45.7089 E elevation 419625.9 m,,50.3132,45.7089
17:59.9,600,day,IERS2010 latitude +50.5690 N longitude 47.2728 E elevation 419730.8 m,,50.569,47.2728
18:16.5,601,day,IERS2010 latitude +50.8019 N longitude 48.8562 E elevation 419831.8 m,,50.8019,48.8562
18:33.1,602,day,IERS2010 latitude +51.0116 N longitude 50.4578 E elevation 419928.8 m,,51.0116,50.4578
18:49.7,603,day,IERS2010 latitude +51.1964 N longitude 52.0659 E elevation 420021.1 m,,51.1964,52.0659
19:06.3,604,day,IERS2010 latitude +51.3569 N longitude 53.6866 E elevation 420109.0 m,,51.3569,53.6866
19:22.9,605,day,IERS2010 latitude +51.4931 N longitude 55.3204 E elevation 420192.6 m,,51.4931,55.3204
19:39.5,606,day,IERS2010 latitude +51.6045 N longitude 56.9635 E elevation 420271.6 m,,51.6045,56.9635
19:56.2,607,day,IERS2010 latitude +51.6911 N longitude 58.6191 E elevation 420346.3 m,,51.6911,58.6191
20:12.9,608,day,IERS2010 latitude +51.7523 N longitude 60.2819 E elevation 420416.4 m,,51.7523,60.2819
20:29.5,609,day,IERS2010 latitude +51.7879 N longitude 61.9464 E elevation 420481.6 m,,51.7879,61.9464
20:46.1,610,day,IERS2010 latitude +51.7980 N longitude 63.6099 E elevation 420542.1 m,,51.798,63.6099
21:02.4,611,day,IERS2010 latitude +51.7826 N longitude 65.2711 E elevation 420597.7 m,,51.7826,65.2711
21:19.0,612,day,IERS2010 latitude +51.7427 N longitude 66.9008 E elevation 420647.7 m,,51.7427,66.9008
21:35.6,613,day,IERS2010 latitude +51.6769 N longitude 68.5588 E elevation 420693.9 m,,51.6769,68.5588
21:52.3,614,day,IERS2010 latitude +51.5858 N longitude 70.2111 E elevation 420735.4 m,,51.5858,70.2111
22:08.9,615,day,IERS2010 latitude +51.4696 N longitude 71.8552 E elevation 420772.1 m,,51.4696,71.8552
22:25.5,616,day,IERS2010 latitude +51.3286 N longitude 73.4889 E elevation 420804.1 m,,51.3286,73.4889
22:42.1,617,day,IERS2010 latitude +51.1631 N longitude 75.1110 E elevation 420831.3 m,,51.1631,75.111
22:58.7,618,day,IERS2010 latitude +50.9735 N longitude 76.7183 E elevation 420853.9 m,,50.9735,76.7183
23:15.3,619,day,IERS2010 latitude +50.7599 N longitude 78.3130 E elevation 420872.0 m,,50.7599,78.313
23:32.0,620,day,IERS2010 latitude +50.5229 N longitude 79.8912 E elevation 420885.4 m,,50.5229,79.8912
23:48.6,621,day,IERS2010 latitude +50.2625 N longitude 81.4536 E elevation 420894.5 m,,50.2625,81.4536
24:05.2,622,day,IERS2010 latitude +49.9793 N longitude 82.9993 E elevation 420899.1 m,,49.9793,82.9993
24:21.8,623,day,IERS2010 latitude +49.6741 N longitude 84.5238 E elevation 420899.5 m,,49.6741,84.5238
24:38.0,624,day,IERS2010 latitude +49.3486 N longitude 86.0219 E elevation 420895.7 m,,49.3486,86.0219
24:54.5,625,day,IERS2010 latitude +49.0100 N longitude 87.4669 E elevation 420888.0 m,,49.01,87.4669
25:11.0,626,day,IERS2010 latitude +48.6449 N longitude 88.9172 E elevation 420876.4 m,,48.6449,88.9172
25:27.5,627,day,IERS2010 latitude +48.2603 N longitude 90.3446 E elevation 420860.9 m,,48.2603,90.3446
25:44.1,628,day,IERS2010 latitude +47.8560 N longitude 91.7508 E elevation 420841.8 m,,47.856,91.7508
26:00.6,629,day,IERS2010 latitude +47.4319 N longitude 93.1376 E elevation 420819.1 m,,47.4319,93.1376
26:17.2,630,day,IERS2010 latitude +46.9903 N longitude 94.4986 E elevation 420793.1 m,,46.9903,94.4986
26:33.7,631,day,IERS2010 latitude +46.5315 N longitude 95.8346 E elevation 420763.8 m,,46.5315,95.8346
26:50.3,632,day,IERS2010 latitude +46.0557 N longitude 97.1470 E elevation 420731.5 m,,46.0557,97.147
27:06.8,633,day,IERS2010 latitude +45.5617 N longitude 98.4399 E elevation 420696.1 m,,45.5617,98.4399
27:23.3,634,day,IERS2010 latitude +45.0523 N longitude 99.7073 E elevation 420658.0 m,,45.0523,99.7073
27:39.9,635,day,IERS2010 latitude +44.5297 N longitude 100.9460 E elevation 420617.6 m,,44.5297,100.946
27:56.4,636,day,IERS2010 latitude +43.9917 N longitude 102.1626 E elevation 420574.8 m,,43.9917,102.1626
28:12.9,637,day,IERS2010 latitude +43.4389 N longitude 103.3571 E elevation 420529.7 m,,43.4389,103.3571
28:29.4,638,day,IERS2010 latitude +42.8739 N longitude 104.5255 E elevation 420482.8 m,,42.8739,104.5255
28:45.9,639,day,IERS2010 latitude +42.2944 N longitude 105.6739 E elevation 420434.1 m,,42.2944,105.6739
29:02.4,640,day,IERS2010 latitude +41.7031 N longitude 106.7980 E elevation 420383.9 m,,41.7031,106.798
29:18.9,641,day,IERS2010 latitude +41.1023 N longitude 107.8957 E elevation 420332.5 m,,41.1023,107.8957
29:35.4,642,day,IERS2010 latitude +40.4851 N longitude 108.9803 E elevation 420279.6 m,,40.4851,108.9803
29:51.9,643,day,IERS2010 latitude +39.8593 N longitude 110.0393 E elevation 420226.1 m,,39.8593,110.0393
30:08.4,644,day,IERS2010 latitude +39.2222 N longitude 111.0785 E elevation 420171.8 m,,39.2222,111.0785
30:24.6,645,day,IERS2010 latitude +38.5743 N longitude 112.0984 E elevation 420117.1 m,,38.5743,112.0984
30:41.2,646,day,IERS2010 latitude +37.9278 N longitude 113.0817 E elevation 420063.0 m,,37.9278,113.0817
30:57.4,647,day,IERS2010 latitude +37.2582 N longitude 114.0666 E elevation 420007.8 m,,37.2582,114.0666
31:13.9,648,day,IERS2010 latitude +36.5944 N longitude 115.0119 E elevation 419954.0 m,,36.5944,115.0119
31:30.4,649,day,IERS2010 latitude +35.9101 N longitude 115.9562 E elevation 419899.8 m,,35.9101,115.9562
31:46.9,650,day,IERS2010 latitude +35.2168 N longitude 116.8837 E elevation 419846.1 m,,35.2168,116.8837
32:03.4,651,day,IERS2010 latitude +34.5163 N longitude 117.7932 E elevation 419793.5 m,,34.5163,117.7932
32:19.9,652,day,IERS2010 latitude +33.8072 N longitude 118.6874 E elevation 419741.9 m,,33.8072,118.6874
32:36.2,653,day,IERS2010 latitude +33.0887 N longitude 119.5682 E elevation 419691.6 m,,33.0887,119.5682
32:52.7,654,day,IERS2010 latitude +32.3767 N longitude 120.4174 E elevation 419643.9 m,,32.3767,120.4174
33:09.2,655,day,IERS2010 latitude +31.6457 N longitude 121.2666 E elevation 419597.1 m,,31.6457,121.2666
33:25.7,656,day,IERS2010 latitude +30.9091 N longitude 122.1003 E elevation 419552.5 m,,30.9091,122.1003
33:42.2,657,day,IERS2010 latitude +30.1645 N longitude 122.9222 E elevation 419510.1 m,,30.1645,122.9222
33:58.7,658,day,IERS2010 latitude +29.4155 N longitude 123.7290 E elevation 419470.4 m,,29.4155,123.729
34:14.9,659,day,IERS2010 latitude +28.6579 N longitude 124.5261 E elevation 419433.3 m,,28.6579,124.5261
34:31.1,660,day,IERS2010 latitude +27.9112 N longitude 125.2939 E elevation 419399.9 m,,27.9112,125.2939
34:47.7,661,day,IERS2010 latitude +27.1594 N longitude 126.0505 E elevation 419369.5 m,,27.1594,126.0505
35:04.2,662,day,IERS2010 latitude +26.3883 N longitude 126.8101 E elevation 419342.0 m,,26.3883,126.8101
35:20.8,663,day,IERS2010 latitude +25.6102 N longitude 127.5609 E elevation 419318.1 m,,25.6102,127.5609
35:37.3,664,day,IERS2010 latitude +24.8267 N longitude 128.3019 E elevation 419298.1 m,,24.8267,128.3019
35:53.9,665,day,IERS2010 latitude +24.0402 N longitude 129.0314 E elevation 419282.1 m,,24.0402,129.0314
36:10.5,666,day,IERS2010 latitude +23.2479 N longitude 129.7527 E elevation 419270.5 m,,23.2479,129.7527
36:27.1,667,day,IERS2010 latitude +22.4520 N longitude 130.4644 E elevation 419263.3 m,,22.452,130.4644
36:43.7,668,day,IERS2010 latitude +21.6510 N longitude 131.1683 E elevation 419260.8 m,,21.651,131.1683
37:00.4,669,day,IERS2010 latitude +20.8444 N longitude 131.8654 E elevation 419263.2 m,,20.8444,131.8654
37:16.9,670,day,IERS2010 latitude +20.0351 N longitude 132.5537 E elevation 419270.6 m,,20.0351,132.5537
37:33.4,671,day,IERS2010 latitude +19.2260 N longitude 133.2314 E elevation 419283.3 m,,19.226,133.2314
37:50.0,672,day,IERS2010 latitude +18.4149 N longitude 133.9010 E elevation 419301.3 m,,18.4149,133.901
